BookingID,roomCount,type,BookingPrice,numberOfBookedNights,numberOfReviews,hasFreeCancellation,cancelled
679,1,HOTEL,139,3,45,0,0
680,1,HOTEL,96,1,96,1,0
681,1,HOTEL,94,1,113,0,0
682,2,HOTEL,94,1,74,0,0
683,2,HOTEL,133,15,27,0,0
684,1,HOTEL,96,2,22,1,0
685,1,HOTEL,105,10,27,0,0
686,1,HOTEL,103,3,45,0,0
687,1,HOTEL,91,3,59,0,0
688,1,APART_HOTEL,98,6,27,1,1
689,1,HOTEL,101,2,45,1,0
690,1,UNKNOWN,126,4,25,0,0
691,1,HOTEL,103,7,30,0,1
692,1,UNKNOWN,91,1,22,0,1
693,1,HOTEL,100,9,45,0,0
694,1,SUITE,103,2,47,1,0
695,2,HOTEL,107,3,35,0,1
696,2,HOTEL,129,3,27,0,0
697,1,APART_HOTEL,136,11,22,0,1
698,2,HOTEL,96,6,27,0,1
699,2,HOTEL_RESORT,100,2,22,0,0
700,1,HOTEL,100,1,25,0,0
701,1,HOTEL,93,1,45,0,0
702,1,HOTEL_RESORT,96,2,39,0,0
703,1,HOTEL,91,1,22,0,0
704,1,HOTEL,93,1,74,1,1
705,1,HOTEL,93,1,42,0,1
706,1,HOTEL,98,3,96,1,1
707,1,HOTEL,93,1,88,0,1
708,1,HOTEL,100,3,112,0,1
709,1,HOTEL,94,1,35,0,0
710,1,HOTEL,91,1,30,0,0
711,1,HOTEL_RESORT,141,3,30,0,0
712,1,HOTEL,114,3,25,0,0
713,1,HOTEL,96,1,42,0,0
714,1,SUITE,93,1,68,1,1
715,1,SUITE,93,1,27,0,0
716,1,HOTEL,91,4,25,0,1
717,1,HOTEL,156,3,175,0,1
718,1,HOTEL,91,1,22,0,1
719,1,HOTEL,90,1,30,0,0
720,1,HOTEL,115,12,137,0,1
721,1,APART_HOTEL,98,2,45,0,1
722,1,HOTEL_RESORT,90,1,249,0,0
723,1,HOTEL,104,2,35,0,0
724,1,APART_HOTEL,96,2,79,1,1
725,1,APART_HOTEL,140,6,71,1,1
726,1,HOTEL,97,1,45,0,0
727,1,HOTEL,96,1,45,0,0
728,1,HOTEL,101,2,22,0,1
729,1,HOTEL,101,2,34,0,0
730,1,HOTEL,103,4,74,0,0
731,1,HOTEL,98,2,25,0,0
732,1,HOTEL,91,2,108,1,0
733,1,HOTEL_RESORT,397,2,22,0,1
734,1,APART_HOTEL,132,4,74,1,0
735,2,HOTEL,100,3,27,1,0
736,2,HOTEL,91,2,47,1,0
737,1,HOTEL,96,1,45,0,0
738,1,HOTEL,116,8,25,0,0
739,1,HOTEL,93,2,22,0,0
740,1,HOTEL,93,1,25,0,1
741,2,HOTEL,104,3,108,0,0
742,1,HOTEL,96,7,35,0,0
743,1,HOTEL,91,1,25,0,0
744,1,HOTEL,93,2,22,0,0
745,2,HOTEL,109,3,42,0,0
746,1,HOTEL,104,3,220,0,1
747,1,HOTEL,94,1,103,0,0
748,1,APART_HOTEL,94,2,47,0,1
749,1,HOTEL,94,1,30,0,1
750,1,HOTEL,91,4,22,0,0
751,1,HOTEL,98,2,108,0,1
752,1,HOTEL,91,1,39,1,1
753,3,HOTEL,129,2,161,1,0
754,1,HOTEL,90,1,132,1,0
755,1,APART_HOTEL,90,1,93,0,0
756,1,APART_HOTEL,152,3,30,0,1
757,1,HOTEL,119,7,22,0,1
758,1,HOTEL_RESORT,96,2,39,0,0
759,2,HOTEL,103,1,34,0,0
760,3,ALL_INCLUSIVE,93,1,22,0,1
761,1,HOTEL,91,2,56,0,1
762,1,UNKNOWN,94,1,30,0,0
763,1,HOTEL,91,5,27,1,1
764,1,HOTEL,90,1,83,0,1
765,1,UNKNOWN,94,2,34,0,0
766,1,HOTEL,91,1,22,0,0
767,1,HOTEL,127,2,45,0,0
768,2,HOTEL,101,1,47,0,1
769,1,HOTEL,97,1,35,0,0
770,1,UNKNOWN,93,3,22,0,0
771,2,HOTEL,94,1,35,0,0
772,1,HOTEL,101,2,96,0,1
773,1,HOTEL,93,1,66,0,0
774,1,HOTEL,94,2,68,0,0
775,2,HOTEL,158,9,175,0,0
776,1,HOTEL,144,4,35,0,0
777,1,APART_HOTEL,108,2,113,1,0
778,1,HOTEL,103,2,39,0,0
779,1,HOTEL,90,1,39,0,0
780,1,HOTEL,91,1,141,0,0
781,2,UNKNOWN,93,5,22,0,0
782,1,HOTEL,91,1,56,0,0
783,1,HOTEL,93,1,50,0,1
784,1,HOTEL,96,7,25,0,1
785,1,HOTEL,105,2,84,0,0
786,1,APARTMENT,107,4,103,0,0
787,1,UNKNOWN,90,1,62,0,1
788,1,HOTEL,126,7,47,0,0
789,4,HOTEL,123,1,30,1,0
790,1,HOTEL_RESORT,98,1,50,0,0
791,1,HOTEL,96,1,100,0,0
792,1,HOTEL,97,5,39,0,0
793,1,APARTMENT,104,3,79,0,0
794,1,HOTEL,101,3,62,0,1
795,1,HOTEL_RESORT,96,4,62,1,0
796,1,HOTEL,91,2,141,0,0
797,1,HOTEL_RESORT,101,2,178,1,1
798,1,APART_HOTEL,100,2,22,0,0
799,1,HOTEL,266,2,22,0,1
800,1,HOTEL,97,2,113,0,0
801,1,HOTEL,114,7,42,1,0
802,1,HOTEL,115,7,103,0,0
803,1,HOTEL,97,1,39,1,0
804,1,SUITE,93,12,42,1,0
805,1,APART_HOTEL,101,4,74,1,1
806,1,UNKNOWN,90,1,22,0,0
807,1,HOTEL,101,5,22,0,0
808,2,APART_HOTEL,96,1,34,0,0
809,1,HOTEL_RESORT,93,2,249,0,0
810,2,UNKNOWN,90,1,62,0,0
811,1,HOTEL,90,1,35,0,0
812,1,HOTEL,143,6,35,0,1
813,1,HOTEL,90,1,39,0,0
814,1,UNKNOWN,29016,2,34,0,0
815,1,HOTEL,96,1,39,0,0
816,1,VILLA,96,1,25,1,1
817,1,HOTEL,152,1,22,0,0
818,1,APART_HOTEL,104,4,22,0,0
819,1,HOTEL,91,1,146,0,0
820,2,HOTEL,96,1,35,1,0
821,1,APART_HOTEL,98,2,30,0,0
822,1,HOTEL,101,2,45,1,0
823,1,UNKNOWN,96,1,30,0,0
824,1,HOTEL,93,1,50,0,0
825,1,HOTEL,108,1,35,1,0
826,1,HOTEL,105,3,105,1,0
827,2,APART_HOTEL,91,2,25,0,1
828,1,HOTEL,96,1,56,0,1
829,1,APARTMENT,91,2,84,1,0
830,1,UNKNOWN,98,1,35,1,0
831,2,HOTEL,93,3,54,0,0
832,1,HOTEL,91,2,30,1,0
833,1,HOTEL,104,5,56,1,1
834,1,HOTEL,91,1,183,1,0
835,1,HOTEL,94,3,47,0,0
836,1,HOTEL,121,4,249,0,0
837,2,HOTEL,121,14,27,0,1
838,1,APART_HOTEL,105,3,22,0,0
839,1,HOTEL,101,6,137,0,1
840,1,HOTEL,119,3,74,0,1
841,1,HOTEL,91,1,66,0,1
842,1,HOTEL,96,3,27,0,1
843,1,HOTEL,98,2,146,1,1
844,2,HOTEL,119,4,105,1,1
845,1,HOTEL,93,3,25,0,0
846,2,HOTEL,140,4,76,0,0
847,1,UNKNOWN,123,5,27,0,0
848,1,HOTEL,101,4,45,0,1
849,1,HOTEL,96,6,68,0,0
850,1,HOSTEL_BACKPACKER_ACCOMMODATION,91,3,22,0,1
851,2,HOTEL,109,2,39,1,0
852,2,HOTEL,105,2,34,0,0
853,1,HOTEL,90,1,83,0,1
854,2,HOSTEL_BACKPACKER_ACCOMMODATION,91,4,22,0,0
855,1,UNKNOWN,98,2,27,0,0
856,2,UNKNOWN,97,2,27,0,0
857,1,HOTEL,94,1,34,0,0
858,2,HOTEL,118,1,220,0,1
859,1,HOTEL,100,2,84,0,0
860,1,SUITE,104,2,47,1,0
861,1,APART_HOTEL,116,5,39,0,1
862,1,HOTEL,90,1,39,1,0
863,1,HOTEL,94,1,34,0,0
864,1,APART_HOTEL,98,1,50,1,0
865,1,APART_HOTEL,93,1,50,1,1
866,1,APARTMENT,109,6,25,0,1
867,2,HOTEL,129,4,25,0,1
868,2,HOTEL,91,1,30,0,0
869,1,HOTEL,96,1,103,1,1
870,1,HOTEL,96,1,35,0,0
871,3,HOTEL,115,2,249,0,0
872,1,HOTEL,103,2,62,0,0
873,1,HOTEL,129,14,22,0,1
874,1,HOTEL,201,8,166,0,1
875,1,HOTEL,104,4,76,1,0
876,1,HOTEL,94,3,45,1,0
877,1,HOTEL,93,3,22,0,0
878,1,APARTMENT,94,4,34,1,1
879,2,HOTEL,91,2,108,1,1
880,1,APART_HOTEL,101,4,27,1,0
881,1,APART_HOTEL,94,1,39,0,0
882,1,HOTEL,94,1,39,0,0
883,1,HOTEL,98,3,66,1,1
884,2,HOTEL,123,3,204,0,1
885,1,HOTEL,111,3,30,1,1
886,2,HOTEL,94,1,183,1,0
887,1,HOTEL,104,2,34,1,0
888,3,HOTEL,133,3,35,0,1
889,1,HOTEL,101,3,30,0,0
890,1,HOTEL,94,2,27,0,0
891,1,HOTEL,101,2,35,0,1
892,1,HOTEL,111,1,35,0,0
893,1,HOTEL,90,1,27,0,0
894,1,APARTMENT,97,2,22,0,0
895,1,HOTEL,121,1,30,0,0
896,1,HOTEL,111,2,59,0,0
897,1,APARTMENT,94,1,22,0,0
898,1,HOTEL,97,9,22,0,1
899,1,HOTEL,112,3,25,0,1
900,1,VILLA,173,20,22,0,1
901,1,APART_HOTEL,126,4,25,0,1
902,2,HOTEL,104,1,34,0,1
903,1,HOTEL,103,1,71,0,0
904,1,HOTEL,122,4,146,1,1
905,2,HOTEL,96,1,25,0,0
906,2,HOTEL,136,2,71,0,0
907,1,HOTEL,107,3,146,1,1
908,1,HOTEL,137,11,22,1,1
909,1,HOTEL,121,8,88,1,0
910,1,HOTEL_RESORT,101,1,178,1,0
911,2,HOTEL,93,1,22,0,0
912,1,HOTEL_RESORT,91,1,249,0,1
913,1,HOTEL,101,3,42,1,1
914,1,HOTEL,96,2,47,0,1
915,1,HOTEL,96,1,27,0,0
916,1,HOTEL,104,2,45,1,1
917,1,HOTEL,91,1,39,1,1
918,1,HOTEL,94,1,71,1,1
919,1,HOTEL,91,1,62,0,1
920,1,HOTEL,91,1,66,0,1
921,1,HOTEL,93,1,71,1,0
922,2,HOTEL,134,4,34,1,0
923,1,APART_HOTEL,107,4,39,0,0
924,1,HOTEL,90,1,30,0,0
925,1,HOTEL,98,2,204,0,1
926,2,UNKNOWN,105,3,22,0,0
927,1,HOTEL,93,2,42,0,1
928,1,HOTEL,91,1,401,0,0
929,1,HOTEL,91,1,34,0,1
930,1,VILLA,140,6,25,1,0
931,2,UNKNOWN,105,7,39,0,0
932,2,HOTEL,108,5,27,0,0
933,1,HOTEL_RESORT,98,1,45,0,0
934,1,HOTEL,96,3,22,0,0
935,1,APARTMENT,116,2,27,0,1
936,1,HOTEL,100,3,220,0,1
937,1,HOTEL,105,4,27,1,0
938,1,HOTEL,91,1,22,0,1
939,1,HOTEL,94,1,45,0,0
940,2,HOTEL,126,9,74,0,0
941,2,HOTEL,148,3,204,0,1
942,1,HOTEL_RESORT,104,2,50,0,0
943,1,HOTEL,115,3,62,0,1
944,1,HOTEL,97,1,42,1,0
945,2,HOTEL,140,3,59,0,1
946,1,HOTEL,91,1,88,1,0
947,1,APARTMENT,96,2,27,0,0
948,1,HOTEL,94,1,56,0,1
949,1,HOTEL,90,2,83,0,1
950,1,HOTEL,93,1,401,0,0
951,1,HOTEL,93,7,22,0,1
952,1,HOTEL,96,1,56,1,1
953,1,HOTEL,112,6,62,1,1
954,1,HOTEL,97,2,103,0,0
955,1,HOTEL,94,1,39,1,0
956,2,HOTEL,111,5,88,1,0
957,1,HOTEL,98,1,39,1,0
958,1,HOTEL,98,4,22,0,1
959,1,HOTEL,98,2,74,0,0
960,1,APARTMENT,96,2,35,0,0
961,1,HOTEL,91,1,30,0,0
962,1,HOTEL,96,3,112,0,1
963,2,HOTEL,194,3,25,0,0
964,1,HOTEL,93,4,25,0,1
965,4,HOTEL,98,5,25,0,0
966,2,HOTEL,101,2,79,1,1
967,2,HOTEL,105,1,45,0,1
968,1,HOTEL,96,1,124,0,0
969,1,HOTEL,91,1,22,1,0
970,1,HOTEL,97,6,25,0,0
971,1,HOTEL,90,1,112,1,1
972,1,HOTEL,147,9,39,0,0
973,1,HOTEL,91,1,27,1,1
974,2,HOTEL,96,2,30,1,0
975,1,HOTEL_RESORT,91,1,112,0,0
976,1,HOTEL,98,1,39,0,1
977,1,HOTEL,115,3,35,0,0
978,1,HOTEL_RESORT,97,2,39,0,0
979,3,HOTEL,151,10,22,0,1
980,1,HOTEL,90,1,54,0,0
981,2,APART_HOTEL,154,6,34,0,1
982,1,HOTEL,133,5,68,0,0
983,1,APARTMENT,97,1,22,0,1
984,1,APART_HOTEL,93,1,79,1,1
985,1,INN,94,1,25,1,0
986,2,HOTEL,112,9,35,0,0
987,1,HOTEL,98,3,68,0,0
988,1,HOTEL,94,2,56,1,1
989,1,HOTEL,152,6,220,0,0
990,1,HOTEL_RESORT,107,3,108,0,1
991,1,HOTEL,91,1,39,0,0
992,1,HOTEL,94,1,71,1,1
993,1,HOTEL,93,1,401,0,0
994,1,HOTEL,93,1,56,0,0
995,1,HOTEL_RESORT,91,1,249,0,1
996,1,HOTEL_RESORT,111,1,45,0,0
997,1,HOTEL,104,2,45,1,1
998,1,VILLA,90,1,30,0,0
999,1,HOTEL,107,18,22,0,0
1000,1,HOTEL,93,1,39,0,0
1001,1,HOTEL,94,2,183,1,1
1002,2,HOTEL,101,2,74,1,0
1003,1,HOTEL,93,1,39,0,0
1004,2,HOTEL,202,7,30,0,1
1005,2,HOTEL,119,4,105,1,1
1006,1,HOTEL,145,10,220,0,1
1007,1,HOTEL,104,3,76,0,0
1008,2,HOTEL,122,2,39,0,0
1009,1,HOTEL,101,5,91,0,0
1010,1,HOTEL,94,2,66,0,0
1011,1,HOTEL,100,5,25,1,1
1012,2,HOTEL,238,1,25,0,0
1013,1,HOTEL,107,3,25,0,0
1014,1,APARTMENT,137,3,25,0,1
1015,2,HOTEL,104,2,27,0,0
1016,1,HOTEL,93,1,35,1,0
1017,2,APART_HOTEL,123,3,27,0,1
1018,2,HOTEL,116,3,66,0,0
1019,1,HOTEL,97,2,30,0,1
1020,2,HOTEL,97,7,25,0,0
1021,1,APARTMENT,91,1,34,1,1
1022,1,HOTEL,100,2,108,0,0
1023,3,HOTEL,107,1,100,0,1
1024,1,HOTEL,93,3,84,1,0
1025,1,APART_HOTEL,17387,1,22,0,0
1026,1,APART_HOTEL,123,7,71,1,0
1027,1,HOTEL,93,3,27,0,0
1028,1,HOTEL_RESORT,100,9,25,0,1
1029,1,HOTEL,91,1,66,0,0
1030,1,HOTEL,107,4,42,0,0
1031,1,HOTEL,96,3,124,0,1
1032,1,HOTEL,94,1,42,0,0
1033,1,HOTEL,90,1,27,1,1
1034,1,HOTEL,96,1,108,0,0
1035,1,HOTEL,93,1,166,0,1
1036,1,SUITE,93,1,47,1,0
1037,1,HOTEL,107,3,25,0,0
1038,1,HOTEL,100,2,45,0,0
1039,1,APART_HOTEL,114,6,79,1,1
1040,1,HOTEL,91,3,27,0,1
1041,1,HOTEL,96,2,30,0,0
1042,3,HOTEL_RESORT,118,8,62,1,0
1043,1,HOTEL,101,2,42,0,0
1044,1,HOTEL,111,6,71,1,0
1045,1,APART_HOTEL,97,4,22,0,0
1046,1,HOTEL,119,3,45,0,0
1047,1,APART_HOTEL,101,2,108,1,0
1048,1,HOTEL,101,2,79,0,0
1049,1,APARTMENT,111,5,103,0,0
1050,1,HOTEL,94,1,42,0,0
1051,2,HOTEL,132,3,34,0,0
1052,1,HOTEL,93,1,105,1,0
1053,1,HOTEL,91,3,25,0,0
1054,1,VILLA,107,3,25,0,0
1055,1,HOTEL,100,3,88,0,1
1056,2,VILLA,91,1,30,0,1
1057,1,HOTEL,90,1,25,0,0
1058,1,HOTEL,97,1,35,0,1
1059,1,HOTEL,96,2,120,0,0
1060,1,HOTEL,94,1,35,0,0
1061,1,APART_HOTEL,96,2,79,1,1
1062,1,HOTEL,90,1,27,1,0
1063,1,HOTEL,94,1,34,0,1
1064,1,HOTEL,97,2,71,0,0
1065,1,HOTEL,93,1,137,0,0
1066,2,HOTEL,94,1,22,0,0
1067,1,UNKNOWN,97,7,25,0,0
1068,1,HOTEL,107,3,161,1,0
1069,1,APART_HOTEL,93,1,35,0,0
1070,1,HOTEL,97,2,62,0,0
1071,1,HOTEL,94,1,27,0,0
1072,2,HOTEL_RESORT,109,2,108,0,0
1073,1,HOTEL_RESORT,152,2,113,0,0
1074,1,HOTEL,91,2,45,1,0
1075,2,HOTEL,94,2,27,0,0
1076,1,HOTEL,96,3,112,0,1
1077,2,HOTEL,91,1,30,0,0
1078,2,HOTEL,98,1,27,0,0
1079,1,HOTEL,96,2,124,0,1
1080,1,HOTEL,105,2,120,0,0
1081,1,HOTEL,98,1,56,0,1
1082,1,HOTEL,109,2,66,0,0
1083,1,HOTEL,100,2,175,0,0
1084,1,HOTEL_RESORT,91,2,30,0,0
1085,2,HOTEL,98,2,35,0,0
1086,1,APARTMENT,94,2,71,0,0
1087,1,HOTEL,91,1,47,0,0
1088,1,HOTEL,96,2,39,0,0
1089,2,HOTEL,115,2,35,1,0
1090,1,HOTEL,90,1,30,0,0
1091,1,HOTEL,90,3,27,0,1
1092,1,HOTEL,109,15,22,0,1
1093,1,HOTEL,93,1,71,1,0
1094,1,HOTEL,97,4,22,0,0
1095,1,HOTEL,101,1,146,0,1
1096,1,HOTEL,103,6,124,0,1
1097,1,HOTEL,97,4,25,0,0
1098,1,HOTEL,107,3,62,0,0
1099,1,HOTEL,107,1,108,0,0
1100,1,HOTEL,96,3,45,1,1
1101,1,HOTEL,96,2,27,0,1
1102,1,HOTEL,93,1,175,0,0
1103,1,HOTEL,96,2,84,0,0
1104,1,HOTEL,98,7,30,0,0
1105,1,APARTMENT,100,2,22,0,0
1106,1,HOTEL,96,1,35,0,0
1107,2,HOTEL,119,7,30,0,0
1108,1,HOTEL,122,3,56,0,0
1109,1,HOTEL,94,3,141,0,0
1110,1,HOTEL,103,3,96,1,1
1111,1,HOTEL,91,1,22,0,0
1112,1,HOTEL,96,1,22,0,1
1113,1,HOTEL,93,1,39,0,0
1114,1,APART_HOTEL,93,1,108,1,0
1115,1,HOTEL,101,2,35,0,0
1116,1,HOTEL,324,7,74,0,0
1117,1,UNKNOWN,91,2,22,0,0
1118,1,HOTEL,93,1,183,1,1
1119,1,HOTEL,91,2,27,1,0
1120,13,HOTEL,121,1,401,0,0
1121,1,APARTMENT,101,2,54,1,1
1122,1,HOTEL,96,3,25,0,0
1123,1,HOTEL,91,2,22,0,0
1124,1,HOTEL,93,1,45,0,0
1125,3,HOTEL,100,2,84,0,1
1126,1,UNKNOWN,94,1,34,0,0
1127,1,HOTEL,91,1,34,0,0
1128,1,HOTEL,91,1,84,0,1
1129,1,HOTEL,91,1,84,0,0
1130,1,HOTEL,96,1,68,0,0
1131,1,APART_HOTEL,101,4,50,1,1
1132,2,HOTEL,94,1,124,0,1
1133,1,HOTEL,91,1,22,1,1
1134,2,HOTEL,151,2,166,0,0
1135,1,HOTEL,108,5,146,1,1
1136,1,HOTEL,97,2,45,0,0
1137,1,APART_HOTEL,121,3,39,1,0
1138,1,HOTEL,91,1,25,0,0
1139,1,HOTEL,122,18,22,0,0
1140,1,HOTEL_RESORT,94,1,35,0,0
1141,1,ALL_INCLUSIVE,90,1,25,0,0
1142,1,HOTEL,93,2,83,0,0
1143,4,HOTEL_RESORT,123,2,25,0,1
1144,3,HOTEL,1556,1,25,0,0
1145,1,UNKNOWN,121,1,22,0,0
1146,1,HOTEL_RESORT,302,2,113,0,0
1147,1,HOTEL,96,3,66,0,0
1148,2,HOTEL,91,2,71,0,1
1149,1,APART_HOTEL,165,5,74,1,1
1150,1,HOTEL,100,5,146,0,0
1151,1,HOTEL,93,1,71,1,0
1152,1,HOTEL_RESORT,93,1,112,0,1
1153,2,HOTEL,104,4,103,1,1
1154,1,HOTEL,91,1,22,0,0
1155,1,HOTEL,96,3,54,1,1
1156,1,VILLA,94,1,25,1,0
1157,1,HOTEL,93,1,401,0,0
1158,1,APART_HOTEL,93,1,108,1,0
1159,1,HOTEL,103,1,54,1,0
1160,1,HOTEL,93,1,71,0,0
1161,1,HOTEL,96,2,22,0,0
1162,1,SUITE,91,2,59,1,0
1163,1,HOTEL,114,2,50,0,1
1164,1,HOTEL,104,2,34,0,0
1165,1,HOTEL,91,3,27,0,0
1166,1,HOTEL,96,1,34,0,1
1167,1,HOTEL,96,4,35,1,0
1168,2,APARTMENT,264,9,34,0,1
1169,1,HOTEL,97,2,22,0,1
1170,1,HOTEL,97,3,74,0,0
1171,1,APARTMENT,93,1,54,1,1
1172,1,APART_HOTEL,108,2,50,1,1
1173,1,HOTEL,96,1,45,1,1
1174,2,HOTEL,133,3,30,0,0
1175,1,HOTEL,91,2,27,0,1
1176,1,HOTEL,93,1,120,0,1
1177,1,HOTEL,98,2,45,1,1
1178,1,HOTEL,93,1,45,0,0
1179,1,HOTEL,94,1,249,0,0
1180,1,HOTEL,104,3,68,0,0
1181,1,HOTEL,90,1,71,0,0
1182,1,HOTEL,111,2,34,0,1
1183,1,HOTEL,115,1,22,0,0
1184,1,APART_HOTEL,93,1,71,1,0
1185,1,HOTEL,91,1,141,0,0
1186,1,HOTEL,94,1,35,0,1
1187,1,APART_HOTEL,94,1,39,0,0
1188,2,HOTEL,91,3,83,0,1
1189,1,HOTEL,93,2,56,1,1
1190,1,HOTEL,121,4,22,0,1
1191,2,HOTEL,152,2,47,0,0
1192,1,HOTEL,96,2,45,0,0
1193,1,UNKNOWN,90,1,25,0,0
1194,1,HOTEL,93,4,47,0,0
1195,1,HOTEL,91,1,22,0,0
1196,1,UNKNOWN,91,2,25,0,0
1197,1,HOTEL,93,1,42,0,0
1198,1,HOTEL,93,4,30,0,0
1199,1,HOTEL,93,4,25,0,0
1200,1,HOTEL,104,5,22,0,1
1201,1,HOTEL,97,2,74,0,1
1202,2,HOTEL,491,6,22,0,0
1203,1,HOTEL,96,2,50,0,0
1204,8,HOTEL,118,1,22,0,1
1205,2,HOTEL,18595,2,25,0,0
1206,1,HOTEL,97,4,66,0,1
1207,1,HOTEL,96,4,22,1,1
1208,3,HOTEL,114,1,175,0,0
1209,2,UNKNOWN,112,2,39,0,0
1210,2,HOTEL,91,1,47,1,0
1211,1,HOTEL,91,1,22,0,0
1212,1,SUITE,105,2,62,0,0
1213,1,HOTEL_RESORT,96,2,108,0,0
1214,1,APARTMENT,96,3,25,0,0
1215,1,HOTEL,98,2,59,0,1
1216,1,HOTEL,91,1,35,0,0
1217,2,HOTEL,119,5,88,1,0
1218,3,APART_HOTEL,119,3,22,0,0
1219,1,HOTEL,91,1,27,0,1
1220,2,HOTEL,139,4,68,0,0
1221,2,HOTEL,93,1,30,0,0
1222,1,APARTMENT,97,2,34,1,1
1223,1,HOTEL,125,2,27,0,0
1224,1,HOTEL,93,1,124,0,1
1225,1,HOTEL,93,1,50,0,1
1226,1,HOTEL,101,1,30,0,0
1227,1,UNKNOWN,181,6,27,0,0
1228,4,HOTEL,96,3,42,1,1
1229,1,HOTEL,96,2,112,0,0
1230,1,HOTEL_RESORT,105,1,108,0,0
1231,1,HOTEL,94,1,27,0,0
1232,1,HOTEL,94,1,25,0,0
1233,2,APART_HOTEL,1176,5,25,0,1
1234,1,HOTEL,91,4,35,0,0
1235,2,HOTEL,108,2,161,1,0
1236,1,HOTEL,91,1,71,0,1
1237,1,HOTEL_RESORT,93,1,25,0,0
1238,2,HOTEL,108,3,76,0,1
1239,1,APART_HOTEL,93,1,74,1,0
1240,1,HOTEL,105,6,103,1,0
1241,1,HOTEL,107,2,27,0,0
1242,3,HOTEL,93,1,68,0,0
1243,1,APART_HOTEL,91,1,93,0,1
1244,1,HOTEL,93,1,25,0,0
1245,1,HOTEL,93,1,42,0,1
1246,1,HOTEL,98,1,34,0,0
1247,2,HOTEL,93,2,113,1,0
1248,2,APART_HOTEL,93,3,93,0,1
1249,2,HOTEL,133,5,42,0,1
1250,1,HOTEL,105,7,30,1,1
1251,1,HOTEL,166,3,35,0,0
1252,1,HOTEL,4426,1,22,0,0
1253,2,HOTEL,109,1,47,0,0
1254,1,HOTEL_RESORT,116,1,113,0,0
1255,1,HOTEL,98,1,183,1,0
1256,1,HOTEL,93,1,22,0,0
1257,1,HOTEL,93,1,35,1,1
1258,1,HOTEL,96,1,74,1,0
1259,1,HOTEL,93,1,35,0,0
1260,1,HOTEL,90,2,27,0,0
1261,1,UNKNOWN,90,1,25,0,0
1262,3,HOTEL,93,1,76,1,0
1263,1,HOTEL,90,1,71,0,1
1264,1,HOTEL,97,1,68,0,1
1265,1,HOTEL,91,1,39,0,1
1266,1,HOTEL_RESORT,91,1,249,0,1
1267,1,HOTEL,98,1,34,0,0
1268,1,HOTEL,97,1,25,0,0
1269,1,HOTEL,94,3,22,0,0
1270,1,HOTEL,93,5,22,0,0
1271,3,HOSTEL_BACKPACKER_ACCOMMODATION,91,2,25,0,0
1272,1,HOTEL,94,1,113,0,0
1273,1,HOTEL_RESORT,94,2,42,0,0
1274,1,HOTEL,98,1,74,0,0
1275,1,HOTEL,119,2,166,0,0
1276,1,HOTEL,100,2,22,0,1
1277,2,HOTEL,98,3,39,0,1
1278,1,HOTEL,96,1,204,0,0
1279,1,HOTEL,112,1,47,0,0
1280,1,ALL_INCLUSIVE,91,2,25,0,0
1281,2,HOTEL,130,6,220,0,0
1282,1,HOTEL,152,2,166,0,1
1283,1,HOTEL,94,4,54,0,1
1284,1,HOTEL,98,2,74,0,0
1285,1,HOTEL,97,3,105,1,0
1286,1,HOTEL,96,1,249,0,0
1287,1,HOTEL,91,1,30,0,1
1288,1,HOTEL,100,7,22,0,1
1289,1,HOTEL,93,13,25,0,1
1290,1,HOTEL,91,1,62,0,1
1291,1,HOTEL,98,3,166,0,0
1292,1,HOTEL,96,2,66,0,1
1293,1,APART_HOTEL,94,1,25,1,0
1294,1,HOTEL,101,2,161,1,0
1295,1,HOTEL,91,1,34,0,0
1296,1,HOTEL,93,1,27,0,0
1297,1,HOTEL,98,2,22,0,0
1298,1,HOTEL,93,1,27,0,0
1299,2,HOTEL,140,4,45,1,1
1300,2,HOTEL,97,1,88,1,1
1301,1,HOTEL,96,8,22,0,0
1302,2,HOTEL,101,1,68,0,0
1303,1,HOTEL,94,1,175,0,0
1304,1,APARTMENT,90,1,39,1,1
1305,2,HOTEL,91,1,50,0,0
1306,2,HOTEL,107,1,47,0,0
1307,2,HOTEL_RESORT,93,1,50,0,0
1308,1,HOTEL,129,2,45,0,1
1309,1,HOTEL,98,3,39,0,1
1310,1,HOTEL,94,1,47,0,0
1311,1,VILLA,97,1,142,0,1
1312,1,APART_HOTEL,94,1,39,1,1
1313,1,HOTEL,94,1,204,0,0
1314,1,HOTEL,94,1,204,0,1
1315,1,HOTEL,134,8,47,0,1
1316,1,HOTEL,93,3,141,0,0
1317,1,APART_HOTEL,118,5,25,0,0
1318,1,HOTEL,94,3,22,0,0
1319,3,HOTEL,103,1,25,0,1
1320,1,HOTEL,91,1,45,0,1
1321,1,HOTEL,96,3,74,0,1
1322,1,HOTEL,91,1,137,0,0
1323,1,HOTEL,100,3,34,0,0
1324,1,HOTEL,91,1,34,0,0
1325,1,HOTEL,94,1,175,0,0
1326,1,HOTEL,91,2,108,1,0
1327,1,HOTEL,94,1,47,0,1
1328,1,HOTEL,91,2,108,1,0
1329,1,HOTEL,100,1,83,0,1
1330,1,VILLA,103,2,142,0,0
1331,1,HOTEL,93,1,35,0,1
1332,1,HOTEL,93,3,54,0,0
1333,1,HOTEL,93,3,25,0,1
1334,1,APART_HOTEL,140,6,74,1,0
1335,1,APART_HOTEL,98,5,22,0,0
